tech_id,tech_name,text,section
T1069.001,Permission Groups Discovery: Local Groups,OSInfo  has enumerated the local administrators group.   [21],Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,"PoshC2  contains modules, such as  Get-LocAdm  for enumerating permission groups.   [22]",Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,POWRUNER  may collect local group information by running  net localgroup administrators  or a series of other commands on a victim.   [23],Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,QakBot  can use  net localgroup  to enable discovery of local groups.   [24],Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,SILENTTRINITY  can obtain a list of local groups and members.   [25],Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,Sys10  collects the group name of the logged-in user and sends it to the C2.   [26],Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,"Tonto Team  has used the  ShowLocalGroupDetails  command to identify administrator, user, and guest accounts on a compromised host.   [27]",Procedure Examples
T1069.001,Permission Groups Discovery: Local Groups,"Turla  has used  net localgroup  and  net localgroup Administrators  to enumerate group information, including members of the local administrators group.   [28]",Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,"Adversaries may obtain and abuse credentials of a cloud account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Cloud accounts are those created and configured by an organization for use by users, remote support, services, or for administration of resources within a cloud service provider or SaaS application. In some cases, cloud accounts may be federated with traditional identity management system, such as Window Active Directory.   [1]      [2]      [3]      Compromised credentials for cloud accounts can be used to harvest sensitive data from online storage accounts and databases. Access to cloud accounts can also be abused to gain Initial Access to a network by abusing a  Trusted Relationship . Similar to  Domain Accounts , compromise of federated cloud accounts may allow adversaries to more easily move laterally within an environment.   Once a cloud account is compromised, an adversary may perform  Account Manipulation  - for example, by adding  Additional Cloud Roles  - to maintain persistence and potentially escalate their privileges.",Description
T1078.004,Valid Accounts: Cloud Accounts,APT28  has used compromised Office 365 service accounts with Global Administrator privileges to collect email from user inboxes.   [4],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,APT29  has used a compromised O365 administrator account to create a new Service Principal.   [5],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,APT33  has used compromised Office 365 accounts in tandem with  Ruler  in an attempt to gain control of endpoints.   [6],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,Ke3chang  has used compromised credentials to sign into victims’ Microsoft 365 accounts.   [7],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,LAPSUS$  has used compromised credentials to access cloud assets within a target organization.   [8],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,Peirates  can use stolen service account tokens to perform its operations.   [9],Procedure Examples
T1078.004,Valid Accounts: Cloud Accounts,ROADTools  leverages valid cloud credentials to perform enumeration operations using the internal Azure AD Graph API.   [10],Procedure Examples
T1090,Proxy,"Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure. Many tools exist that enable traffic redirection through proxies or port redirection, including  HTRAN , ZXProxy, and ZXPortMap.    [1]    Adversaries use these types of proxies to manage command and control communications, reduce the number of simultaneous outbound network connections, provide resiliency in the face of connection loss, or to ride over existing trusted communications paths between victims to avoid suspicion. Adversaries may chain together multiple proxies to further disguise the source of malicious traffic.   Adversaries can also take advantage of routing schemes in Content Delivery Networks (CDNs) to proxy command and control traffic.",Description
T1090,Proxy,APT41  used a tool called CLASSFON to covertly proxy network communications.   [2],Procedure Examples
T1090,Proxy,Aria-body  has the ability to use a reverse SOCKS proxy module.   [3],Procedure Examples
T1090,Proxy,AuditCred  can utilize proxy for communications.   [4],Procedure Examples
T1090,Proxy,BADCALL  functions as a proxy server between the victim and C2 server.   [5],Procedure Examples
T1090,Proxy,Bisonal  has supported use of a proxy server.   [6],Procedure Examples
T1090,Proxy,"Blue Mockingbird  has used frp, ssf, and Venom to establish SOCKS proxy connections.   [7]",Procedure Examples
T1090,Proxy,Cardinal RAT  can act as a reverse proxy.   [8],Procedure Examples
T1090,Proxy,CopyKittens  has used the AirVPN service for operational activity.   [9],Procedure Examples
T1090,Proxy,Dridex  contains a backconnect module for tunneling network traffic through a victim's computer. Infected computers become part of a P2P botnet that can relay C2 traffic to other infected peers.   [10]      [11],Procedure Examples
T1090,Proxy,Earth Lusca  adopted Cloudflare as a proxy for compromised servers.   [12],Procedure Examples
T1090,Proxy,Fox Kitten  has used the open source reverse proxy tools including FRPC and Go Proxy to establish connections from C2 to local servers.   [13]      [14]      [15],Procedure Examples
T1090,Proxy,FunnyDream  can identify and use configured proxies in a compromised network for C2 communication.   [16],Procedure Examples
T1090,Proxy,Green Lambert  can use proxies for C2 traffic.   [17]      [18],Procedure Examples
T1090,Proxy,"HARDRAIN  uses the command  cmd.exe /c netsh firewall add portopening TCP 443 ""adp""  and makes the victim machine function as a proxy server.   [19]",Procedure Examples
T1090,Proxy,HOPLIGHT  has multiple proxy options that mask traffic between the malware and the remote operators.   [20],Procedure Examples
T1090,Proxy,HTRAN  can proxy TCP socket connections to obfuscate command and control infrastructure.   [21]      [22],Procedure Examples
T1090,Proxy,jRAT  can serve as a SOCKS proxy server.   [23],Procedure Examples
T1090,Proxy,Kessel  can use a proxy during exfiltration if set in the configuration.   [24],Procedure Examples
T1090,Proxy,KOCTOPUS  has deployed a modified version of Invoke-Ngrok to expose open local ports to the Internet.   [25],Procedure Examples
T1090,Proxy,LAPSUS$  has leverage NordVPN for its egress points when targeting intended victims.   [26],Procedure Examples
